npi,code,code_description,gold_card_status,start_date,end_date,pas,approval_rate
1205141041,95720,EEG PHYS/QHP EA INCR>12HR<26HR AFTER 24HR W/VEEG,no,10/1/2022,12/31/9999,17,71%
1205221652,15823,BLEPHAROPLASTY UPPER EYELID W/EXCESSIVE SKIN,no,10/1/2022,12/31/9999,7,43%
1205391232,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1205853843,81528,ONCOLOGY COLORECTAL SCREENING QUAN 10 DNA MARKRS,yes,10/1/2022,12/31/9999,12,100%
1205883832,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1205938867,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1205985934,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,8,75%
1205985934,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,5,80%
1215024195,74176,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1215024195,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,yes,10/1/2022,12/31/9999,7,100%
1215197314,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1215199476,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,19,100%
1215199476,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,18,100%
1215199476,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1215370564,REHABILITATION,COMPREHENSIVE INPATIENT REHABILITATION FACILITY // DAY(S),no,10/1/2022,12/31/9999,7,71%
1215376132,96415,CHEMOTHERAPY ADMN IV INFUSION TQ EA HR,no,10/1/2022,12/31/9999,5,80%
1215381900,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,30,93%
1215381900,G0152,SERVICE OCCUP THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,13,100%
1215381900,G0155,SRVC CLINICAL SOCIAL WORKER HH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,6,100%
1215381900,G0299,DIRECT SNS RN HOME HEALTH/HOSPICE SET EA 15 MIN,yes,10/1/2022,12/31/9999,24,100%
1215381900,G0300,DIRECT SNS LPN HOME HLTH/HOSPICE SET EA 15 MIN,yes,10/1/2022,12/31/9999,22,100%
1215907316,29581,APPL MLTLAYR COMPRES LEG BELOW KNEE W/ANKLE FOOT,no,10/1/2022,12/31/9999,6,67%
1215907316,E0652,PNEUMAT COMPRS SEG HOM MDL W/CALBRTD GRADNT PRSS,yes,10/1/2022,12/31/9999,5,100%
1215957410,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),no,10/1/2022,12/31/9999,6,83%
1215982699,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1225072507,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1225077308,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,no,10/1/2022,12/31/9999,6,67%
1225077308,36466,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS,no,10/1/2022,12/31/9999,13,46%
1225077308,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,14,50%
1225089105,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1225146491,58558,HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,yes,10/1/2022,12/31/9999,8,100%
1225146491,81162,BRCA1 BRCA2 GENE ALYS FULL SEQ FULL DUP/DEL ALYS,no,10/1/2022,12/31/9999,9,67%
1225146491,81220,CFTR GENE ANALYSIS COMMON VARIANTS,yes,10/1/2022,12/31/9999,19,100%
1225146491,81329,SMN1 GENE ANALYSIS DOSAGE/DELET ALYS W/SMN2 ALYS,yes,10/1/2022,12/31/9999,19,100%
1225146491,81420,FETAL CHROMOSOMAL ANEUPLOIDY GENOMIC SEQ ANALYS,yes,10/1/2022,12/31/9999,19,100%
1225295132,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1235165754,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1235208430,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,60%
1235369695,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,9,100%
1235372434,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,12,100%
1235394032,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1235592809,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,63%
1245212521,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,83%
1245215516,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,5,100%
1245228741,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,yes,10/1/2022,12/31/9999,5,100%
1245228741,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,23,78%
1245228741,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,15,60%
1245228741,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1245228741,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1245633973,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,83%
1245642073,71260,CT THORAX W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1245642073,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1245642073,78815,PET IMAGING CT ATTENUATION SKULL BASE MID-THIGH,no,10/1/2022,12/31/9999,6,83%
1245763267,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1255366209,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,no,10/1/2022,12/31/9999,7,71%
1255366209,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,5,100%
1255388203,H0010,ALCOHOL &/ DRUG SRVC; SUB-ACUTE DTOX RES PROG IP,yes,10/1/2022,12/31/9999,7,100%
1255472999,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,8,100%
1255472999,36476,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS,yes,10/1/2022,12/31/9999,6,100%
1255472999,72197,MRI PELVIS W/O & W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,6,67%
1255472999,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,9,56%
1255472999,81528,ONCOLOGY COLORECTAL SCREENING QUAN 10 DNA MARKRS,yes,10/1/2022,12/31/9999,15,93%
1255566592,47562,LAPAROSCOPY SURG CHOLECYSTECTOMY,yes,10/1/2022,12/31/9999,6,100%
1255595609,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,100%
1255775748,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,7,100%
1255775748,MEDICAL CARE,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1265546170,J9035,INJECTION BEVACIZUMAB 10 MG,yes,10/1/2022,12/31/9999,13,92%
1265562110,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,9,100%
1265896195,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,6,100%
1265896195,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,6,100%
1265951487,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1275151102,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,8,50%
1275503492,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,17%
1275508756,27447,ARTHRP KNE CONDYLE&PLATU MEDIAL&LAT COMPARTMENTS,yes,10/1/2022,12/31/9999,6,100%
1275533457,29823,ARTHROSCOPY SHOULDER SURG DEBRIDEMENT EXTENSIVE,yes,10/1/2022,12/31/9999,5,100%
1275565236,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1275634289,95800,SLP STDY UNATND W/HRT RATE/O2 SAT/RESP/SLP TIME,no,10/1/2022,12/31/9999,21,86%
1275634289,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,46,89%
1275634289,A7034,NASL INTRFCE POS ARWAY PRSS DEVC W/WO HEAD STRAP,yes,10/1/2022,12/31/9999,5,100%
1275634289,A7035,HEADGEAR USED W/POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1275634289,A7038,FILTER DISPBL USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1275634289,E0562,HUMDIFIR HEATED USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,8,100%
1275634289,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,8,100%
1275851719,62321,NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,no,10/1/2022,12/31/9999,5,80%
1275899734,29848,NDSC WRST SURG W/RLS TRANSVRS CARPL LIGM,yes,10/1/2022,12/31/9999,5,100%
1275979056,64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,yes,10/1/2022,12/31/9999,7,100%
1275979056,64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,yes,10/1/2022,12/31/9999,7,100%
1285660241,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,80%
1285677138,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,67%
1295027340,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1295048528,MENTAL HEALTH,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,7,100%
1295738342,81257,HBA1/HBA2 GENE ANALYSIS COMMON DELETIONS/VARIANT,no,10/1/2022,12/31/9999,6,50%
1295749885,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1295754497,70480,CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,5,80%
1295754497,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1295931145,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,6,100%
1295970309,64483,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC 1 LVL,yes,10/1/2022,12/31/9999,9,100%
1295970309,64484,NJX ANES&/STRD W/IMG TFRML EDRL LMBR/SAC EA LV,yes,10/1/2022,12/31/9999,6,100%
1306865456,29848,NDSC WRST SURG W/RLS TRANSVRS CARPL LIGM,yes,10/1/2022,12/31/9999,10,90%
1306951900,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,13,100%
1316116981,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,24,100%
1316116981,78492,MYOCRD IMG PET PRFUJ MULTIPLE STUDY REST&STRESS,no,10/1/2022,12/31/9999,14,86%
1316116981,DIAGNOSTIC MEDICAL,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,8,100%
1316116981,DIAGNOSTIC MEDICAL,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,6,100%
1316141997,27130,ARTHRP ACETBLR/PROX FEM PROSTC AGRFT/ALGRFT,yes,10/1/2022,12/31/9999,5,100%
1316141997,G0151,SERVICE PHYS THERAP HOME HLTH/HOSPICE EA 15 MIN,yes,10/1/2022,12/31/9999,6,100%
1316188519,90999,UNLISTED DIALYSIS PROCEDURE INPATIENT/OUTPATIENT,no,10/1/2022,12/31/9999,7,29%
1316328016,H0017,BEHAVIORAL HEALTH; RES W/O ROOM&BOARD PER DIEM,yes,10/1/2022,12/31/9999,21,100%
1316328016,S0201,PARTIAL HOSITALIZATION SERVICES < 24 HR PER DIEM,yes,10/1/2022,12/31/9999,13,100%
1316328016,SUBSTANCE ABUSE,INPATIENT PSYCHIATRIC FACILITY // DAY(S),yes,10/1/2022,12/31/9999,10,100%
1316328016,SUBSTANCE ABUSE,RESIDENTIAL SUBSTANCE ABUSE TREATMENT FACILITY // DAY(S),no,10/1/2022,12/31/9999,24,71%
1316352735,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,13,46%
1316383656,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,38%
1326029497,29881,ARTHRS KNE SURG W/MENISCECTOMY MED/LAT W/SHVG,yes,10/1/2022,12/31/9999,5,100%
1326029497,29882,ARTHROSCOPY KNEE W/MENISCUS RPR MEDIAL/LATERAL,yes,10/1/2022,12/31/9999,5,100%
1326029497,L1833,KNEE ORTHOSIS ADJUSTABLE JOINT RIGD SUPP PREFAB,yes,10/1/2022,12/31/9999,5,100%
1326034802,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,5,60%
1326036799,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1326081274,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,80%
1326081993,70491,CT SOFT TISSUE NECK W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1326081993,71260,CT THORAX W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1326081993,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,5,100%
1326081993,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,yes,10/1/2022,12/31/9999,5,100%
1326081993,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1326081993,77280,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,yes,10/1/2022,12/31/9999,6,100%
1326081993,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1326081993,77300,BASIC RADIATION DOSIMETRY CALCULATION,yes,10/1/2022,12/31/9999,6,100%
1326081993,77301,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,yes,10/1/2022,12/31/9999,6,100%
1326081993,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1326081993,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,6,100%
1326081993,77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,yes,10/1/2022,12/31/9999,6,100%
1326081993,77370,SPEC MEDICAL RADJ PHYSICS CONSLTJ,yes,10/1/2022,12/31/9999,6,100%
1326081993,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,yes,10/1/2022,12/31/9999,6,100%
1326081993,77470,SPECIAL TREATMENT PROCEDURE,yes,10/1/2022,12/31/9999,6,100%
1326081993,G6002,STEREOSCOPIC X-RAY GUID LOCALIZ TRG VOL DEL RT,yes,10/1/2022,12/31/9999,6,100%
1326081993,G6015,INTENSITY MODULATED TX DEL 1/MX FLDS PER TX SESS,yes,10/1/2022,12/31/9999,6,100%
1326209800,70553,MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,6,100%
1326287715,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,17,53%
1336107507,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,5,80%
1336167600,H0035,MENTAL HEALTH PARTIAL HOSP TX < 24 HOURS,yes,10/1/2022,12/31/9999,13,92%
1336176429,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,100%
1336176429,DIAGNOSTIC MEDICAL,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,14,100%
1336176429,DIAGNOSTIC MEDICAL,ON CAMPUS-OUTPATIENT HOSPITAL // UNIT(S),yes,10/1/2022,12/31/9999,5,100%
1336266964,J1745,INJECTION INFLIXIMAB EXCLUDES BIOSIMILAR 10 MG,yes,10/1/2022,12/31/9999,5,100%
1336374727,27096,INJECT SI JOINT ARTHRGRPHY&/ANES/STEROID W/IMA,no,10/1/2022,12/31/9999,5,80%
1336374727,64418,INJECTION AA&/STRD SUPRASCAPULAR NERVE,yes,10/1/2022,12/31/9999,5,100%
1336374727,64420,INJECTION AA&/STRD INTERCOSTAL NRV SINGLE LVL,yes,10/1/2022,12/31/9999,5,100%
1336374727,64421,INJECTION AA&/STRD INTERCOSTAL NRV EA ADDL LVL,yes,10/1/2022,12/31/9999,5,100%
1336374727,64493,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 1 LEVEL,no,10/1/2022,12/31/9999,8,88%
1336374727,64494,NJX DX/THER AGT PVRT FACET JT LMBR/SAC 2ND LEVEL,no,10/1/2022,12/31/9999,8,88%
1346444932,70551,MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,9,89%
1346444932,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,7,71%
1346466943,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,8,75%
1346466943,74263,CT COLONOGRAPHY SCREENING IMAGE POSTPROCESSING,no,10/1/2022,12/31/9999,8,25%
1346466943,76981,ULTRASOUND ELASTOGRAPHY PARENCHYMA,no,10/1/2022,12/31/9999,8,75%
1346479029,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,40%
1346479029,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,7,71%
1346479029,73721,MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,no,10/1/2022,12/31/9999,6,50%
1346479029,74178,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,no,10/1/2022,12/31/9999,5,60%
1346573086,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,20%
1356515845,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,10,100%
1356598064,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,50%
1356669154,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,no,10/1/2022,12/31/9999,7,71%
1356669154,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,yes,10/1/2022,12/31/9999,22,95%
1356669154,DIAGNOSTIC MEDICAL,OFFICE // UNIT(S),yes,10/1/2022,12/31/9999,8,100%
1366405268,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,6,83%
1366511545,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1366620916,74177,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,7,100%
1366735094,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,6,50%
1366853152,52356,CYSTO/URETERO W/LITHOTRIPSY &INDWELL STENT INSRT,yes,10/1/2022,12/31/9999,6,100%
1366983652,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,80%
1376525527,30117,EXCISION/DESTRUCTION INTRANASAL LESION INT APPR,no,10/1/2022,12/31/9999,5,60%
1376525527,30140,SUBMUCOUS RESCJ INFERIOR TURBINATE PRTL/COMPL,no,10/1/2022,12/31/9999,18,89%
1376525527,30520,SEPTOPLASTY/SUBMUCOUS RESECJ W/WO CARTILAGE GRF,no,10/1/2022,12/31/9999,18,89%
1376525527,31295,NASAL/SINUS NDSC SURG W/DILATION MAXILLARY SINUS,yes,10/1/2022,12/31/9999,8,100%
1376525527,31296,NASAL/SINUS NDSC SURG W/DILATION FRONTAL SINUS,yes,10/1/2022,12/31/9999,6,100%
1376525527,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,32,88%
1376525527,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,11,82%
1376536862,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,5,60%
1376713917,72148,MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,yes,10/1/2022,12/31/9999,8,100%
1376755751,73221,MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,yes,10/1/2022,12/31/9999,5,100%
1376836114,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,5,100%
1376836114,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,yes,10/1/2022,12/31/9999,5,100%
1386019750,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,8,88%
1386624542,78452,MYOCARDIAL SPECT MULTIPLE STUDIES,no,10/1/2022,12/31/9999,6,67%
1386635415,70486,CT MAXILLOFACIAL W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,9,78%
1386698538,36465,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN,yes,10/1/2022,12/31/9999,8,100%
1386698538,36471,INJECTION SCLEROSANT MULTIPLE INCMPTNT VEINS,yes,10/1/2022,12/31/9999,8,100%
1386698538,36475,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN,yes,10/1/2022,12/31/9999,8,100%
1386698538,37765,STAB PHLEBT VARICOSE VEINS 1 XTR 10-20 STAB INCS,yes,10/1/2022,12/31/9999,6,100%
1386698538,37799,UNLISTED PROCEDURE VASCULAR SURGERY,yes,10/1/2022,12/31/9999,7,100%
1386852051,11042,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,yes,10/1/2022,12/31/9999,10,100%
1386852051,99183,PHYS/QHP ATTN&SUPVJ HYPRBARIC OXYGEN TX/SESSION,yes,10/1/2022,12/31/9999,7,100%
1386852051,G0277,HPO UND PRESS FULL BODY CHMBR PER 30 MIN INT,yes,10/1/2022,12/31/9999,7,100%
1386906170,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),no,10/1/2022,12/31/9999,10,80%
1386906196,L3000,FT INSRT MOLD PT MDL UCB TYPE BERKLY SHELL EA,no,10/1/2022,12/31/9999,5,0%
1386959328,MEDICAL CARE,INPATIENT HOSPITAL // DAY(S),yes,10/1/2022,12/31/9999,5,100%
1396068870,95806,SLEEP STD AIRFLOW HRT RATE&O2 SAT EFFORT UNATT,no,10/1/2022,12/31/9999,5,60%
1396709721,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,no,10/1/2022,12/31/9999,10,70%
1396709721,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,8,100%
1396709721,77290,THER RAD SIMULAJ-AIDED FIELD SETTING COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1396709721,77300,BASIC RADIATION DOSIMETRY CALCULATION,no,10/1/2022,12/31/9999,10,70%
1396709721,77301,NTSTY MODUL RADTHX PLN DOSE-VOL HISTOS,no,10/1/2022,12/31/9999,6,83%
1396709721,77334,TX DEVICES DESIGN & CONSTRUCTION COMPLEX,no,10/1/2022,12/31/9999,7,86%
1396709721,77336,CONTINUING MEDICAL PHYSICS CONSLTJ PR WK,no,10/1/2022,12/31/9999,5,80%
1396709721,77338,MLC IMRT DESIGN & CONSTRUCTION PER IMRT PLAN,no,10/1/2022,12/31/9999,5,80%
1396709721,77386,INTENSITY MODULATED RADIATION TX DLVR COMPLEX,no,10/1/2022,12/31/9999,7,57%
1396709721,77387,GUIDANCE FOR LOCLZJ TARGET VOL FOR RADJ TX DLVR,no,10/1/2022,12/31/9999,10,70%
1396709721,77412,RADIATION TREATMENT DELIVERY 1 MEV => COMPLEX,yes,10/1/2022,12/31/9999,6,100%
1396709721,77427,RADIATION TREATMENT MANAGEMENT 5 TREATMENTS,no,10/1/2022,12/31/9999,5,80%
1396709721,77470,SPECIAL TREATMENT PROCEDURE,no,10/1/2022,12/31/9999,5,80%
1396709721,G6012,RAD TX DEL 3/> SEP TX AR CSTM BLOCKING; 6-10 MEV,yes,10/1/2022,12/31/9999,5,100%
1396709721,G6013,RAD TX DEL 3/> SEP TX AR CSTM BLOCKING;11-19 MEV,yes,10/1/2022,12/31/9999,5,100%
1396709721,G6015,INTENSITY MODULATED TX DEL 1/MX FLDS PER TX SESS,no,10/1/2022,12/31/9999,7,57%
1396738415,71250,CT THORAX W/O CONTRAST MATERIAL,no,10/1/2022,12/31/9999,5,60%
1396738415,95810,POLYSOM 6/>YRS SLEEP 4/> ADDL PARAM ATTND,no,10/1/2022,12/31/9999,10,70%
1396738415,95811,POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND,yes,10/1/2022,12/31/9999,5,100%
1396738415,A7034,NASL INTRFCE POS ARWAY PRSS DEVC W/WO HEAD STRAP,yes,10/1/2022,12/31/9999,5,100%
1396738415,A7035,HEADGEAR USED W/POSITIVE AIRWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,7,100%
1396738415,A7038,FILTER DISPBL USED W/POS ARWAY PRESSURE DEVICE,yes,10/1/2022,12/31/9999,5,100%
1396745139,G0283,E-STIM 1/> AREAS OTH THAN WND CARE PART TX PLAN,no,10/1/2022,12/31/9999,7,43%
1396841268,77014,CT GUIDANCE RADIATION THERAPY FLDS PLACEMENT,yes,10/1/2022,12/31/9999,16,100%
1396841268,77263,THERAPEUTIC RADIOLOGY TX PLANNING COMPLEX,yes,10/1/2022,12/31/9999,19,100%
1396841268,77280,THER RAD SIMULAJ-AIDED FIELD SETTING SIMPLE,yes,10/1/2022,12/31/9999,17,100%
